9.452432990074157715e-01	1.804951190948486328e+00	-5.154857039451599121e-01	3.049411177635192871e-01	-3.322987258434295654e-01	4.505584537982940674e-01	-5.537109375000000000e-01	7.262479662895202637e-01	6.389930248260498047e-01	-7.701681256294250488e-01	-1.838449835777282715e-01	1.341325789690017700e-01	3.523172736167907715e-01	-3.721277713775634766e-01	1.376340091228485107e-01	-3.048518896102905273e-01	4.132913053035736084e-01	-6.217877268791198730e-01	-2.143593728542327881e-01	4.454561173915863037e-01
3.046517372131347656e-01	3.546669185161590576e-01	6.317260116338729858e-02	-3.233177363872528076e-01	-2.421369403600692749e-01	1.288479566574096680e-01	-3.201907873153686523e-01	-4.039008915424346924e-02	2.720656096935272217e-01	1.307818442583084106e-01	-2.737234830856323242e-01	7.356273531913757324e-01	1.117981821298599243e-01	2.186772823333740234e-01	-1.035884767770767212e-02	-2.617389559745788574e-01	-1.481675542891025543e-02	3.357784822583198547e-02	1.620888411998748779e-01	-6.640074402093887329e-02
-7.512778043746948242e-03	-8.039471507072448730e-02	7.874434441328048706e-02	-2.697804011404514313e-02	-6.805182993412017822e-02	3.043857514858245850e-01	-5.199239253997802734e-01	2.802776098251342773e-01	-4.259701818227767944e-03	3.273866325616836548e-02	-6.805000454187393188e-02	5.234038829803466797e-01	2.046371996402740479e-02	4.625855982303619385e-01	-1.094951480627059937e-02	1.766737401485443115e-01	-1.594135165214538574e-01	1.996717005968093872e-01	3.038654327392578125e-01	-4.195148646831512451e-01
3.514121100306510925e-02	-1.580287814140319824e-01	7.488340884447097778e-02	-1.218613609671592712e-01	-2.863148748874664307e-01	-1.600565612316131592e-01	-7.744836062192916870e-02	5.492247268557548523e-02	1.904490888118743896e-01	7.858935743570327759e-02	5.860513448715209961e-02	5.100158452987670898e-01	1.542659476399421692e-02	1.506096124649047852e-01	-1.980069875717163086e-01	-1.131023317575454712e-01	-2.498021423816680908e-01	-1.210675388574600220e-01	2.258398830890655518e-01	-6.878393143415451050e-02
-2.655559778213500977e-02	-2.214329838752746582e-01	-2.714237272739410400e-01	2.752848863601684570e-01	-5.177965015172958374e-02	-1.190262958407402039e-01	1.832779049873352051e-01	-2.892022728919982910e-01	7.360870838165283203e-01	-1.908280998468399048e-01	-1.617309749126434326e-01	2.026307880878448486e-01	-7.690425217151641846e-02	-1.646813750267028809e-01	1.799701452255249023e-01	-4.304176568984985352e-01	-3.715138733386993408e-01	-2.369814962148666382e-01	-2.295000404119491577e-01	3.340282738208770752e-01
-1.895659863948822021e-01	-1.625372916460037231e-01	-2.869069278240203857e-01	-1.293042898178100586e-01	-3.264466822147369385e-01	2.308561205863952637e-01	-4.716239273548126221e-01	-1.408021990209817886e-02	2.883921563625335693e-01	5.573197454214096069e-02	-1.853213459253311157e-01	4.889917969703674316e-01	-5.611056834459304810e-02	1.893102675676345825e-01	3.477183580398559570e-01	2.007999122142791748e-01	-1.211726292967796326e-01	-1.076331287622451782e-01	-2.821059897541999817e-02	-1.798003315925598145e-01
-3.530932366847991943e-01	-1.477526873350143433e-01	2.698549032211303711e-01	4.408460855484008789e-02	-6.434875726699829102e-02	-2.429011762142181396e-01	-2.509849965572357178e-01	2.825764119625091553e-01	3.804772347211837769e-02	2.457188814878463745e-01	7.091454267501831055e-01	-1.208477765321731567e-01	2.971061766147613525e-01	-3.030776083469390869e-01	-1.931708157062530518e-01	2.888106405735015869e-01	-7.775644212961196899e-02	-8.547094464302062988e-02	5.837288498878479004e-01	-1.935131698846817017e-01
-4.527615010738372803e-02	-4.083335399627685547e-01	2.075196057558059692e-02	7.997559756040573120e-02	1.159441471099853516e-01	1.625358685851097107e-02	2.274752855300903320e-01	-2.138859033584594727e-01	5.130749940872192383e-01	2.751330435276031494e-01	-7.062481343746185303e-02	3.398984372615814209e-01	-2.329664975404739380e-01	4.720440879464149475e-02	-4.340745508670806885e-01	-5.273258313536643982e-02	1.851534247398376465e-01	-2.061735540628433228e-01	-7.563599944114685059e-02	-9.552227705717086792e-02
5.545273423194885254e-01	8.194508552551269531e-01	-6.473492383956909180e-01	2.755017995834350586e+00	1.325960755348205566e-01	1.534914851188659668e+00	1.306126713752746582e+00	-1.324734985828399658e-01	-9.539729356765747070e-01	1.622036397457122803e-01	-7.091683149337768555e-01	-1.941639184951782227e+00	-3.075592219829559326e-02	1.447918117046356201e-01	2.370201349258422852e+00	2.718140482902526855e-01	5.535851120948791504e-01	3.768934682011604309e-02	-2.394225448369979858e-02	3.213552236557006836e-01
1.335873305797576904e-01	-1.731221228837966919e-01	-1.350845545530319214e-01	4.458249732851982117e-02	-1.543994694948196411e-01	-4.854797571897506714e-02	-5.565733835101127625e-02	2.748286724090576172e-01	4.189132750034332275e-01	1.946983635425567627e-01	-1.445738971233367920e-01	3.542172312736511230e-01	-5.883008986711502075e-02	-1.850404143333435059e-01	-2.324134111404418945e-02	-1.925322115421295166e-01	-2.347275614738464355e-01	-1.265156865119934082e-01	2.468564808368682861e-01	-1.202310547232627869e-01
