9.691581642651514450e-02,2.239155773119817783e-01,1.041734577847055337e-02,-1.866196145485930422e-02,-8.397494521132395362e-02,2.737665214246803314e-01,-2.762377915287968916e-02,6.592413550999216831e-02,-1.377678232735174424e-01,-1.196213481582249077e-01,-4.260844271382435017e-02,-9.239572654559005671e-02,-1.029498054492357650e-01,-4.217920729257741697e-02,8.308322276538107620e-02,4.407867228761098988e-02,-1.694067080027173988e-01,-2.346290094489349998e-01,-4.264268624286398079e-01,-4.157262282948899212e-01,2.975797093867915688e-01,3.223011299540313734e-01,2.635215469739424776e-01,-9.277193145677559150e-02,-3.872358118646545416e-02,-2.514161423881830504e-01,-7.203440384271565800e-02,2.603301170651600369e-02,-3.537389577942006563e-02,6.446154836018162804e-02
1.118418027856168256e-01,1.720750059898504825e-01,-2.321308897586459585e-01,-4.890044647039103881e-02,-1.528790667877657217e-01,-1.722103877533682006e-02,-5.000430824185640721e-02,-2.771029404995194526e-02,-3.899354268147135760e-02,-8.913577094562588621e-02,5.854950757160463926e-03,1.131705491325626749e-02,4.106086095920637169e-02,1.226945113617660260e-01,2.691960859523511163e-01,3.703461452837307211e-01,-1.725757161765944028e-02,2.877864397376422509e-02,3.820192709590577301e-02,-2.463257345008566523e-01,-3.826852542675812652e-02,-4.540187285367526249e-01,8.974947922560719271e-02,1.137654075273574483e-01,-4.199042597445319935e-01,9.896873526854428615e-02,-2.039020792260595460e-01,1.605962324493827587e-01,2.631126621020508580e-03,1.069873449384714931e-01
2.285456355422756103e-02,2.122655849836489750e-01,-3.751075680753081926e-02,1.182589754229241980e-01,4.878682640150096284e-02,1.615011595933386612e-01,-2.125966601021442026e-01,1.095264661530935824e-01,-7.512245236085882127e-02,-9.497854752371771847e-02,-4.252881831662360529e-02,-7.119102833824123011e-02,-1.133028547187901747e-02,1.343126260042376008e-01,4.144733492235079808e-01,-7.449712635392356785e-02,1.396764183669398918e-01,-2.641157712342510205e-02,-1.683735412953219213e-01,1.140143461941766356e-01,2.399780526312529916e-01,1.448331210156267590e-01,-3.108135690432843878e-01,8.954061821979991675e-02,1.395058654043724311e-01,6.218118794292519513e-02,8.788700151917353681e-03,1.384592736219185105e-01,-1.008316659472487664e-01,-4.342342869769827418e-02
1.056275911877851414e-01,1.435041438638459954e-01,2.533062075465178017e-02,-1.178139942949619351e-01,-6.163041338243746559e-02,2.584535425124544483e-01,6.876027159276235090e-02,-8.723597197273233461e-02,7.626313280708436892e-02,-1.505063220157144832e-01,-1.012449926334026418e-01,-2.764630834669136727e-01,3.569104737097227309e-01,1.610384109882288250e-01,-1.701303083899060459e-02,-3.194034694588498979e-02,-2.391115309405537070e-01,-4.321874865273653797e-03,3.890179307175273826e-01,3.458199181893271273e-02,2.520970961705378266e-01,-1.060601429958105274e-01,1.821931359864929767e-01,-2.507970287428645251e-01,3.999327613484560118e-02,1.296146240913427679e-02,2.234143524446695617e-01,1.143969107287308093e-02,-3.117913007687728166e-01,-3.169521854812432787e-02
8.791020593668676109e-02,2.075350690947174170e-01,-2.271113634539829659e-02,-2.761651921998420009e-02,-1.262383452881588042e-01,2.484266957888169591e-01,-5.217141239911255585e-03,-6.857632146437082910e-02,-9.139148738969923857e-02,1.751457353101329162e-01,-8.825032542955298792e-03,2.537422218987553379e-02,3.295843866754181138e-03,-6.149966917374280473e-02,6.183896369736446852e-02,3.466904125689898031e-01,-3.439886443034149699e-01,2.066441951400085353e-01,2.359185251758054713e-01,-2.850006800746739399e-01,-2.936765722402727707e-01,2.846809414304519725e-01,-4.740513041620795232e-01,-1.702449254138619639e-01,6.071486855363631557e-02,-3.843055915076988571e-02,8.727947915426063907e-02,-3.216051737042522219e-03,6.539970486145836592e-02,-9.903683239489473322e-02
2.714237532400890496e-01,-5.078351056999821367e-01,1.385144745950863676e-01,1.923274756907445704e-01,-2.635771012344430009e-01,1.004677497850533369e-01,-1.616549244682191355e-01,8.633016464502708820e-02,1.444344899635393448e-02,4.681033437323785240e-02,-5.928870743276310612e-02,-3.630315796914442700e-02,3.368704436359463983e-02,-1.315425966666318447e-01,4.009553191061426825e-02,6.713279614894944805e-03,4.252425212586893183e-02,-4.432592806884339681e-02,5.989014053980450114e-02,-5.690649842857571639e-02,-3.073519392498779215e-02,-8.773582824653803833e-03,2.037704479753111100e-02,4.849839418456024231e-02,-1.259125222937001153e-02,-1.398953253784924501e-02,-2.493285103464407126e-02,2.323828509071934958e-02,-5.425470623259192465e-03,-2.553278740196461907e-02
2.307195243652916672e-01,-5.119728714106053236e-01,1.360923461678662238e-01,2.012843402476341415e-01,-2.785128496749694760e-01,1.051713026249877364e-01,-1.111348082307487689e-01,3.078831952567451929e-02,3.415060129867229961e-03,1.783434225687040992e-02,-6.692792957398380205e-02,-2.248469050059931709e-02,8.121011567182608026e-02,-1.547465604295740760e-01,5.903642989202514263e-02,-2.709970600773844995e-02,4.519500880429560413e-02,-7.019622339521028320e-02,6.523542669663258409e-02,-1.132728970264122448e-01,-5.123617806258573548e-02,-5.165218427219327689e-03,6.438922573085877066e-03,1.279905057331026386e-01,2.698997192043255805e-02,-5.502578422228308896e-03,-4.204124169163512420e-02,6.405042566101278034e-02,1.651608293251714127e-02,-1.875088503171187804e-02
2.204713262202664670e-01,-1.392530480301419071e-01,3.553211661370803132e-02,-2.337347365849808956e-01,2.405650705018481383e-01,6.955513476037802900e-02,1.401571771690751644e-01,1.635855999757200308e-01,3.118767345419615547e-02,4.134722728523331642e-02,1.029582207629897994e-01,1.421298820420568709e-01,2.275651474604208080e-01,1.368416368867631239e-01,6.156422695132661438e-02,2.185376161460817479e-01,-2.143498812784836588e-02,1.071648971124226080e-01,1.697758570204358636e-02,-1.204075735960066784e-02,1.012100076789258091e-01,5.374706360576406161e-02,1.657990256328401579e-01,8.233672493685352534e-02,6.298906815753356481e-02,1.156527311860795215e-01,1.942711369570028490e-02,-2.408423818681389994e-01,-2.254125765115342073e-01,-1.780454896562449207e-01
7.058918117840386197e-02,2.343261358823371110e-01,4.804501323147626624e-02,-2.186566995707451069e-02,-5.610141740436833807e-02,3.270185270986935011e-01,3.825267870846358470e-02,2.269205386580634698e-01,-1.988399243520335702e-01,-3.987643497950576488e-01,3.940058479044077772e-02,1.070973513078583572e-01,-1.950186485887803189e-01,-8.897134243785187468e-02,-1.490482131423402912e-01,-7.380353962043607885e-02,1.336913779733472363e-01,-6.189164412026042922e-02,4.823297881879332061e-02,-5.111385264687547808e-02,-1.046199045743113343e-01,-3.594343522147024766e-02,5.393316224095646982e-02,-9.066268037489776110e-02,9.045623476910505043e-03,-1.008499058000070919e-02,-9.121701195305119414e-02,-6.568586410821009025e-02,-1.789482208099557603e-02,-1.954770355744319121e-01
2.387811530169326457e-01,-3.559386357757842179e-01,1.320739859042310005e-01,-7.385893464071266457e-02,-1.457719607058150235e-01,1.187473375689669097e-01,-1.557983978956136752e-02,-1.896577208270258663e-02,1.019490007695958850e-01,-4.904687640225203170e-03,-1.548829126266496395e-02,-3.397151135640563008e-02,8.990138589303195427e-02,1.737388453138399499e-03,7.070119499010461134e-03,-4.402039601519467521e-02,7.094193239334526530e-03,-6.360158683542391223e-02,9.878330823205661027e-02,-1.734160284126482487e-01,-2.243080270495623543e-02,3.375593408409958279e-02,-2.654504484094087624e-02,3.431868856316959704e-01,9.334800205269871975e-02,7.555839503844910543e-02,-1.060323588453649379e-01,7.723390477750628758e-02,-1.110904109250718808e-01,-4.405540783825011991e-02
