2.315948028564453125e+02	2.026809501647949219e+01
1.493963470458984375e+02	1.047848739624023438e+02
2.243690643310546875e+02	-3.707600784301757812e+01
-1.090475540161132812e+02	5.790978240966796875e+01
-2.984931335449218750e+02	-3.224205780029296875e+01
7.170762329101562500e+02	4.892842102050781250e+02
3.377901916503906250e+02	1.935821533203125000e+01
-2.555888366699218750e+02	-1.469054107666015625e+02
1.050323730468750000e+03	-1.944162231445312500e+03
5.250971603393554688e+01	-2.809885025024414062e+01
1.148277130126953125e+02	1.562608957290649414e+00
7.715280914306640625e+01	4.614954948425292969e+00
9.456979370117187500e+01	6.934590816497802734e+00
2.354346771240234375e+02	-1.167119369506835938e+02
2.000067291259765625e+02	2.492824554443359375e+02
1.681197662353515625e+02	9.647593688964843750e+01
-7.073028564453125000e+01	-2.540755844116210938e+01
1.803158187866210938e+01	-2.059262847900390625e+01
-5.155889892578125000e+01	-1.737440490722656250e+02
2.461963653564453125e+02	-1.354853820800781250e+02
-7.777119445800781250e+01	-1.030883884429931641e+01
-1.510233306884765625e+02	2.082516021728515625e+02
1.634186248779296875e+02	1.210321884155273438e+02
5.392286682128906250e+01	4.654026031494140625e-01
-1.639453582763671875e+02	-8.544002532958984375e+01
1.403699207305908203e+01	-1.171374053955078125e+02
-3.697995758056640625e+01	1.464901428222656250e+02
-6.000821304321289062e+01	-1.250795364379882812e+02
-1.020280029296875000e+03	-1.360286102294921875e+02
-6.156690216064453125e+01	-1.403554077148437500e+02
1.858146362304687500e+02	2.412344360351562500e+02
-3.294404907226562500e+02	-5.559207534790039062e+01
-1.314019622802734375e+02	-2.049312744140625000e+02
-1.210958175659179688e+02	-2.167373657226562500e+02
-1.137207397460937500e+03	7.671838378906250000e+02
2.595333251953125000e+02	-1.270455322265625000e+02
5.305762863159179688e+01	2.604965515136718750e+02
1.826527862548828125e+02	1.131687240600585938e+02
-9.030725860595703125e+01	9.525377655029296875e+01
-2.277199096679687500e+02	-1.819949493408203125e+02
1.447279815673828125e+02	-5.280132675170898438e+01
-1.370494384765625000e+02	1.983610687255859375e+02
6.663997650146484375e+01	-2.833010864257812500e+02
1.862265319824218750e+02	1.349147338867187500e+02
-1.089670562744140625e+02	3.789714813232421875e+01
-1.133459701538085938e+02	1.155278930664062500e+02
2.197102203369140625e+02	-1.279309654235839844e+01
-2.041462402343750000e+02	9.191204833984375000e+01
-3.050161132812500000e+02	-1.638576698303222656e+01
1.099474258422851562e+02	-7.220386505126953125e+01
1.435242309570312500e+02	-3.704869842529296875e+01
-1.661672668457031250e+02	-9.609481811523437500e+00
-2.181739959716796875e+02	9.778942871093750000e+01
8.115840148925781250e+01	-2.729443664550781250e+02
2.158309020996093750e+02	1.809794425964355469e+00
-3.169128417968750000e+02	-3.992491531372070312e+01
-1.036275253295898438e+02	8.769264984130859375e+01
4.605095291137695312e+01	2.418591003417968750e+02
9.259491729736328125e+01	-2.582305603027343750e+02
2.526335525512695312e+01	7.509910583496093750e+01
6.807897186279296875e+01	2.370103302001953125e+02
-1.841298065185546875e+02	-3.516950988769531250e+01
-1.420225067138671875e+02	-2.254109039306640625e+02
3.408606338500976562e+01	2.572922668457031250e+02
-1.827323760986328125e+02	-1.489010429382324219e+01
2.103807678222656250e+02	2.332595214843750000e+02
2.275350570678710938e+01	1.023856506347656250e+02
9.265880584716796875e-01	1.071559371948242188e+02
1.946463775634765625e+01	1.219801940917968750e+02
-1.635450172424316406e+01	1.328532714843750000e+02
-2.366972208023071289e+00	8.347064971923828125e+01
-2.472089958190917969e+01	-6.363700628280639648e-01
2.217057037353515625e+01	1.416861114501953125e+02
-6.706158447265625000e+01	-5.387223434448242188e+01
2.030342483520507812e+01	-1.318060150146484375e+02
2.191761970520019531e+00	-6.424230194091796875e+01
-3.338016510009765625e+01	-6.949362182617187500e+01
-2.467415046691894531e+01	-3.314438629150390625e+01
-1.714531707763671875e+01	-5.083868408203125000e+01
-6.777771949768066406e+00	-2.849826431274414062e+01
